link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
1691,all,361,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Kata'ib al-Imam Ali,2015,1,Syria
1693,all,361,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Badr Organization of Reconstruction and Development,2015,1,Iraq
1693,all,361,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kata'ib Hezbollah,Badr Organization of Reconstruction and Development,2015,1,Syria
1695,all,619,143,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Asa'ib Ahl al-Haq,2015,1,Syria
1695,all,619,143,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Asa'ib Ahl al-Haq,2015,1,Iraq
1697,all,619,57,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Mahdi Army,2015,0,Iraq
1699,all,619,629,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kataib Sayyid al-Shuhada,2015,1,Syria
1699,all,619,629,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kataib Sayyid al-Shuhada,2015,1,Iraq
1701,all,619,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kata'ib al-Imam Ali,2015,1,Syria
1701,all,619,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Kata'ib al-Imam Ali,2015,1,Iraq
1705,all,619,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Badr Organization of Reconstruction and Development,2015,1,Syria
1705,all,619,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Harakat al-Nujaba,Badr Organization of Reconstruction and Development,2015,1,Iraq
1707,all,143,57,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Mahdi Army,2015,0,Iraq
1731,riv,143,57,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.,Asa'ib Ahl al-Haq,Mahdi Army,2008,0,Iraq
1733,riv,143,57,AAH conducted a assassination campaign against high level Sadrist leaders.  The most high profile assassination was that of Sadrist parliamentarian Saleh al- Ugaili in 2008.,Asa'ib Ahl al-Haq,Mahdi Army,2008,0,Iraq
1735,riv,143,57,Violent clashes between AAH troops and Sadrist supporters increased after Qais al-Khazali's release from prison in 2010. ,Asa'ib Ahl al-Haq,Mahdi Army,2010,0,Iraq
1709,all,143,629,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kataib Sayyid al-Shuhada,2015,1,Iraq
1709,all,143,629,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kataib Sayyid al-Shuhada,2015,1,Syria
1711,all,143,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kata'ib al-Imam Ali,2015,1,Iraq
1711,all,143,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Kata'ib al-Imam Ali,2015,1,Syria
1713,all,143,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Badr Organization of Reconstruction and Development,2015,1,Iraq
1713,all,143,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Asa'ib Ahl al-Haq,Badr Organization of Reconstruction and Development,2015,1,Syria
1715,all,57,629,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Kataib Sayyid al-Shuhada,2015,0,Iraq
1717,all,57,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Kata'ib al-Imam Ali,2015,0,Iraq
1719,all,57,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Mahdi Army,Badr Organization of Reconstruction and Development,2015,0,Iraq
1721,all,629,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Kata'ib al-Imam Ali,2015,1,Syria
1721,all,629,627,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Kata'ib al-Imam Ali,2015,1,Iraq
1723,all,629,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Badr Organization of Reconstruction and Development,2015,1,Syria
1723,all,629,435,"Kata'ib Hezbollah, Harakat al-Nujaba, Asai'ib Ahl al-Haqq, the Mahdi Army, the Badr Organization, Kata'ib Sayyid al-Shuhada, Kata'ib Imam Ali and other predominantly Shiite paramilitaries cooperated with one another as well as with the Iraqi Army to retake Tikrit from the Islamic State in the so called ""Second Battle of Tikrit.""",Kataib Sayyid al-Shuhada,Badr Organization of Reconstruction and Development,2015,1,Iraq
1727,riv,11,1,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. ",Ansar al-Sunna Shariah,The Islamic State,2008,0,Iraq
1729,riv,11,1,"The Reformation and Jihad Front (RJF), of which AS Shariah is a founding member, had a long running feud with AQI over tactics. For their part, AQI often sought to sabotage RJF activities, such as reconciliation talks with the Iraqi government. ",Ansar al-Sunna Shariah,The Islamic State,2008,0,Iraq
1739,spl,65,631,The Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) split from Al Qaeda in the Islamic Maghreb (AQIM) in 2011.   MUJAO founders Ahmed el-Tilemsi and Hamad el-Khairy  allegedly split from AQIM  because of a lack of black Africans and surplus of Algerians in leadership roles in AQIM. ,Al Qaeda in the Islamic Maghreb,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),2011,0,North Africa
1741,mer,611,613,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun. ",The Those Who Sign in Blood Brigade,Al Murabitoun,2013,1,Global Al Qaeda
1741,mer,611,613,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun. ",The Those Who Sign in Blood Brigade,Al Murabitoun,2013,1,North Africa
1743,mer,631,613,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun. ",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Al Murabitoun,2013,0,North Africa
1753,all,437,439,"The MNLA and Ansar Dine worked as allies in their invasion of northern Mali in March and April of 2012, along with AQIM and MUJAO.  As the MNLA seized new territory, Ansar Dine, as a sort of parasitic ally, would enter the territory to help occupy it, but then attempt to take over leadership of the area from the MNLA to accomplish its goal of installing Shariah law.",Ansar Dine,National Movement for the Liberation of Azawad,2012,0,North Africa
1749,riv,437,439,"In April 2012, Ansar Dine, along with AQIM and MUJAO, ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAOs aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA.",Ansar Dine,National Movement for the Liberation of Azawad,2012,0,North Africa
1751,all,631,439,"Following the coup that overthrew the Malian government, MUJAO, in collaboration with the Movement for the Liberation of Azawad (MNLA), AQIM, and Ansar Dine, took advantage of the lack of rule of law and invaded northern Mali together in March and April 2012.  ",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),National Movement for the Liberation of Azawad,2012,0,North Africa
1755,riv,631,439,"Once territory was established, MUJAO, AQIM and Ansar Dine ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted their aims to create a united Malian state governed by Shariah law. ",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),National Movement for the Liberation of Azawad,2012,0,North Africa
1757,all,631,65,MUJAO and AQIM worked as allies in the takeover and occupation of northern Mali following the coup in March of 2012.  Some journalists reported that AQIM and MUJAO settled any lasting tensions from their separation with one another in a peace brokered by Ansar Dine during their invasion of the north in 2012. ,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Al Qaeda in the Islamic Maghreb,2012,0,North Africa
1761,riv,65,439,"AQIM, along with Ansar Dine and MUJAO, ended their collective alliances with the MNLA, because the MNLAs objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAOs aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA.",Al Qaeda in the Islamic Maghreb,National Movement for the Liberation of Azawad,2012,0,North Africa
1763,all,611,631,"MUJAO and the Those Who Sign in Blood Brigade allied together during the occupation of northern Mali, when the Those Who Sign in Blood Brigade was operating semi-autonomously under AQIM.  After the group officially left AQIM, the Those Who Sign in Blood Brigade and MUJAO coordinated multiple attacks together, in May of 2013.",The Those Who Sign in Blood Brigade,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),2012,0,North Africa
1765,all,631,437,"Following the coup that overthrew the Malian government in March 2012, MUJAO, in collaboration with Ansar Dine, AQIM, and  the Movement for the Liberation of Azawad (MNLA), took advantage of the lack of rule of law and invaded northern Mali together.  Later, both MUJAO and Ansar Dine decided to end their alliances with the MNLA and coordinated attacks against the group together.",Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),Ansar Dine,2011,0,North Africa
1767,aff,643,437,The FLM was allegedly created to be an affiliate to Ansar Dine for coordination of its operations in central and southern Mali.,The Macina Liberation Front,Ansar Dine,2015,0,North Africa
1769,mer,613,65,"On December 4, 2015, AQIM leader Abdelmalek Droukdel announced that Al Murabitoun would merge into AQIM.  Al Murabitoun released statements that the unification was meant to maintain unity against the occupying Crusader enemy. ",Al Murabitoun,Al Qaeda in the Islamic Maghreb,2015,1,Global Al Qaeda
1769,mer,613,65,"On December 4, 2015, AQIM leader Abdelmalek Droukdel announced that Al Murabitoun would merge into AQIM.  Al Murabitoun released statements that the unification was meant to maintain unity against the occupying Crusader enemy. ",Al Murabitoun,Al Qaeda in the Islamic Maghreb,2015,1,North Africa
1771,all,65,613,"Mokhtar Belmokhtar, a significant leader in Al Murabitoun, opened communication with AQIM.  In November of 2015, the groups coordinated an attack on the Raddison Blu Hotel in Bamako, Mali, which helped to cement their alliance. ",Al Qaeda in the Islamic Maghreb,Al Murabitoun,2015,1,Global Al Qaeda
1771,all,65,613,"Mokhtar Belmokhtar, a significant leader in Al Murabitoun, opened communication with AQIM.  In November of 2015, the groups coordinated an attack on the Raddison Blu Hotel in Bamako, Mali, which helped to cement their alliance. ",Al Qaeda in the Islamic Maghreb,Al Murabitoun,2015,1,North Africa
1773,all,641,631,"The SISMJ allied with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear.",The Sons of the Islamic Sahara Movement for Justice,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),2013,0,North Africa
1775,all,611,641,"The SISMJ allied with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear.",The Those Who Sign in Blood Brigade,The Sons of the Islamic Sahara Movement for Justice,2013,0,North Africa
1777,all,21,65,AQIM allied with Al Qaeda starting in the early 2000s allegedly to improve methods of fundraising and recruitment and to coordinate attacks.,Al Qaeda,Al Qaeda in the Islamic Maghreb,2003,1,North Africa
1777,all,21,65,AQIM allied with Al Qaeda starting in the early 2000s allegedly to improve methods of fundraising and recruitment and to coordinate attacks.,Al Qaeda,Al Qaeda in the Islamic Maghreb,2003,1,Global Islamic State
1777,all,21,65,AQIM allied with Al Qaeda starting in the early 2000s allegedly to improve methods of fundraising and recruitment and to coordinate attacks.,Al Qaeda,Al Qaeda in the Islamic Maghreb,2003,1,Global Al Qaeda
1783,riv,663,667,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the HCUA, because of its collective anti-government stance.",The High Council for the Unity of Azawad ,Groupe Autodéfense Touareg Imghad et Alliés (GATIA),2014,0,North Africa
1781,riv,667,439,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the MNLA, because of its collective anti-government stance.",Groupe Autodéfense Touareg Imghad et Alliés (GATIA),National Movement for the Liberation of Azawad,2014,0,North Africa
1785,riv,665,667,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including MAA, because of its collective anti-government stance.",Arab Movement of Azawad ,Groupe Autodéfense Touareg Imghad et Alliés (GATIA),2014,0,North Africa
1929,riv,435,537,The Badr Organization began targeting the Free Syrian Army in the Aleppo governorate.,Badr Organization of Reconstruction and Development,Free Syrian Army,2016,0,Syria
1931,riv,537,81,"Hezbollah and the Free Syrian Army (FSA) fought in Qusair, near Syria's border with Lebanon. An unnamed FSA Commander stated that he was prepared to send his fighters in to Lebanon to pursue Hezbollah. In August 2015, the FSA allegedly began coordinating with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.",Free Syrian Army,Hezbollah,2013,1,Global Islamic State
1931,riv,537,81,"Hezbollah and the Free Syrian Army (FSA) fought in Qusair, near Syria's border with Lebanon. An unnamed FSA Commander stated that he was prepared to send his fighters in to Lebanon to pursue Hezbollah. In August 2015, the FSA allegedly began coordinating with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.",Free Syrian Army,Hezbollah,2013,1,Syria
1933,all,537,1,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.,Free Syrian Army,The Islamic State,2015,1,Global Islamic State
1933,all,537,1,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.,Free Syrian Army,The Islamic State,2015,1,Syria
1939,spl,493,669,"In response to tension between Al-Nusra and the Islamic State (IS), Jund al-Aqsa left Al-Nusra in order to provide an alternate front to recruit reserve foreign fighters.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jund al-Aqsa,2014,0,Syria
1943,all,493,669,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jund al-Aqsa,2014,0,Syria
1941,all,669,537,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.,Jund al-Aqsa,Free Syrian Army,2014,0,Syria
1945,all,669,523,Jund al-Aqsa coordinated with Ahrar al-Sham and the Jaysh al-Fatah umbrella organization to seize the city of Idlib from the Assad Regime. It was the first time that opposition groups controlled the city of Idlib since the outbreak of the civil war. The battle was part of a successful Jaysh al-Fatah campaign to push the Assad Regime out of the Idlib governorate by June 2015.,Jund al-Aqsa,Ahrar al-Sham,2015,0,Syria
1965,riv,669,523,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham,2016,0,Syria
1967,riv,669,523,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham,2016,0,Syria
1969,riv,669,523,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Jund al-Aqsa,Ahrar al-Sham,2016,0,Syria
1947,all,669,1,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regimes only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive.",Jund al-Aqsa,The Islamic State,2016,0,Syria
1949,riv,669,81,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regimes only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive.",Jund al-Aqsa,Hezbollah,2016,0,Syria
1951,riv,673,1,"Jaysh al-Mujahedeen formed on January 3, 2014 exclusively to target IS.",Jaysh al-Mujahedeen,The Islamic State,2014,0,Aleppo
1953,spl,657,673,"Harakat Nour al-Din al-Zenki joined Jaysh al-Mujahedeen in January 2014. However in May 2014, it split off from Jaysh al-Mujahedeen to pursue funding from Saudi Arabia because Saudi Arabia allegedly did not want to fund Jaysh al-Mujahedeen due to ties to the Muslim Brotherhood.",Harakat Nour al-Din al-Zenki,Jaysh al-Mujahedeen,2014,0,Aleppo
1955,all,673,657,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime.",Jaysh al-Mujahedeen,Harakat Nour al-Din al-Zenki,2015,0,Aleppo
1957,all,673,647,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime.",Jaysh al-Mujahedeen,The Levantine Front ,2015,0,Aleppo
1959,all,673,493,"In August 2016, members of the Fatah Halab control group coordinated with the Jaysh al-Fatah umbrella organization, which includes Jabhat Fatah al-Sham, to break through the Assad Regimes siege on the city of Aleppo.",Jaysh al-Mujahedeen,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2016,0,Aleppo
1961,riv,671,1,Firqat al-Sultan Murad targets the Islamic State.,Firqat al-Sultan Murad,The Islamic State,2011,0,Aleppo
1963,riv,671,1,Firqat al-Sultan Murad targets the Islamic State.,Firqat al-Sultan Murad,The Islamic State,2011,0,Aleppo
1971,riv,523,669,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham after Ahrar al-Sham arrested a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa.",Ahrar al-Sham,Jund al-Aqsa,2016,0,Syria
1973,mer,669,493,"Tensions flared in October 2016 when Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham's arrest of a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa. On October 10, Jund al-Aqsa merged into Fatah al-Sham, and Fatah al-Sham leaders negotiated a ceasefire with Ahrar al-Sham.",Jund al-Aqsa,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2016,0,Syria
1975,spl,533,523,"After a series of skirmishes between Jabhat Fatah al-Sham and other militant groups in the Idlib governorate, Jaysh al-Islams Idlib fighters defected to Ahrar al-Sham.",Jaysh al-Islam,Ahrar al-Sham,2016,0,Syria
1977,mer,673,523,"In January 2017, Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, targeted Jaysh al-Mujahedeen in retaliation for sending representatives to peace talks with the Assad Regime in Kazakhstan. After losing its offices in the Idlib governorate, Jaysh al-Mujahedeen merged with Ahrar al-Sham.",Jaysh al-Mujahedeen,Ahrar al-Sham,2017,0,Aleppo
1979,riv,493,673,"In January 2017, Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, targeted Jaysh al-Mujahedeen in retaliation for sending representatives to peace talks with the Assad Regime in Kazakhstan. After losing its offices in the Idlib governorate, Jaysh al-Mujahedeen merged with Ahrar al-Sham. ",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Jaysh al-Mujahedeen,2016,0,Aleppo
1987,aff,675,21,"Analysts have suspected closes ties between the LIFG and Al Qaeda (AQ), particularly after the LIFG sent fighters to at least two military training camps in Sudan in 1996 in which AQ was also present. It was rumored that the LIFG formally joined AQ as an ally in November 2007, after a LIFG and AQ merger was announced. However, senior leaders of the LIFG refused to acknowledge the merger. ",Libyan Islamic Fighting Group,Al Qaeda,1996,0,North Africa
1989,riv,675,637,"The LIFG unsuccessfully attempted to work with the Groupe Islamique Arme (GIA) in the early 1990s. The LIFG sent a group of fighters to work with the GIA, who were then killed by the GIA.This caused a hostile relationship between the two groups. ",Libyan Islamic Fighting Group,Groupe Islamique Armé,1995,0,North Africa
