group_id,group_name,page_url,old_description,description,last_updated,start_year,end_year,active,complete,on_any_map,first_attack,last_attack,init_size_members,init_size_year,min_size_members,min_size_year,max_size_members,max_size_year,founding_city,founding_province,founding_country,founding_notes,us_designated,un_designated,other_designated,other_designated_names,state_sponsor,state_sponsor_names,Notes
231,Partisan Action Groups,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/partisan-action-groups,"GAP was one of the earliest left-wing terrorist groups in Italy. It was small and short-lived and was best-known for its leader, Giangiacomo Feltrinelli, a wealthy publisher who feared a fascist takeover of Italy and sought to recreate World War II-era communist resistance. The group ended with Feltrinelli's accidental death while planting an explosive; its remaining members were absorbed into the Red Brigades.",The Partisan Action Groups was a left-wing terrorist group active in Italy from 1969-1972.,06/00/2012,1969,1972,0,1,1,12/22/1970,03/14/1972,NA,NA,NA,NA,NA,NA,Milan,,Italy,first attack location,NA,NA,NA,,0,,
823,Patriot Prayer,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/patriot-prayer,"Patriot Prayer is a loosely organized, far-right, antigovernment group based in Vancouver, Washington.","Patriot Prayer is a loosely organized, far-right, antigovernment group based in Vancouver, Washington, a suburban city near Portland, Oregon.",03/00/2022,2016,0,1,1,0,04/02/2017,09/10/2021,NA,NA,NA,NA,NA,NA,Vancouver,Washington,United States,,0,0,0,0,0,,
499,People's Liberation Organization of Tamil Eelam,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/peoples-liberation-organization-tamil-eelam,"The People's Liberation Organization of Tamil Eelam (PLOTE) was a militant Tamil separatist group fighting for an independent Tamil homeland in northeastern Sri Lanka. The group was founded by a former LTTE member and the two groups continued to clash until the military defeat of the LTTE in 2009. In the 1980s, PLOTE enjoyed the support of the Indian intelligence services (RAW); however, the group reached its military peak in 1985. Afterwards, RAW withdrew their support, and the LTTE launched a major offensive against PLOTE, causing the majority of its members to defect to the LTTE or be killed. Today, the PLOTE is a minor political party and small paramilitary force.",The People's Liberation Organization of Tamil Eelam was a militant Tamil separatist group fighting for an independent Tamil homeland in northeastern Sri Lanka.,07/00/2013,1980,1987,0,1,1,11/05/1988,05/15/1999,7000,1985,1500,2009,7000,1985,Vavuniya,,Sri Lanka,,NA,NA,NA,,1,India,
119,Popular Liberation Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/popular-liberation-army,"The Popular Liberation Army (EPL) was a Marxist guerrilla group that formed in 1967 as the armed wing of the Communist Party of Colombia (Marxist-Leninist), a splinter party of the Colombian Communist Party (PCC). The EPL openly used the drug trade to finance its operations in an attempt to achieve its goal of protecting the proletariat from government influence. In 1991, less than half of the group demobilized and transformed itself into a political party while the majority of members continued militant activities as a dissident group under the leadership of Megateo, originally the leader of one of EPL¬ís factions, the Libardo Mora Toro Front.",The Popular Liberation Army (EPL) was a Marxist guerrilla group founded in 1967 to oppose to the Colombian government.,08/00/2015,1967,1991,0,1,1,12/17/1967,10/13/2014,3000,1975,70,2013,3000,1975,,Antioquia ,Colombia,,0,0,0,,0,,
137,Prima Linea,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/primea-linea,"Prima Linea was Italy's second-largest left-wing terrorist group after the Red Brigades, with nearly a thousand members. The PL sought to overthrow the capitalist state in Italy and replace it with a dictatorship of the proletariat. The organization targeted mostly politicians, law enforcement, factory managers, and business leaders. PL was loosely organized, with a national leadership coordinating several local cells. These cells determined local tactics largely independently and staged attacks under a variety of names. It had members throughout Italy but was most active in the industrial cities of the north. The group split into factions and ultimately dissolved after the arrest of several of its members.","Primea Linea was active in Italy during the 1970s and 1980s, serving as Italy's second largest left-wing terrorist group.",06/00/2012,1976,1983,0,1,1,04/29/1974,11/13/1981,20,1976,20,1976,2500,1979,Milan,,Italy,first attack location,0,0,0,,1,"Libya, Palestine, France",French support is giving the group a safe haven
777,Proud Boys,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/proud-boys,"The Proud Boys (PB) are a U.S. white supremacist, misogynistic, and anti-Muslim extremist group active in the alt-right movement. The organization is known for its participation in demonstrations around the country, such as the August 2017 ¬ìUnite the Right Rally,¬î which the group co-organized.  In 2017, the Proud Boys established a paramilitary wing known as the Fraternal Order of the Alt-Knights (FOAK) with the goal of defending right-wing extremists at rallies. In August 2017, Rewire estimated that the Proud Boys number about 6,000 members online, though the number of active members is unclear. Though the Proud Boys cultivate ties with groups that have neo-Nazi affiliations, PB resists the neo-Nazi label and its connotations for themselves. The group has caught attention for its leading part in the U.S. Capitol riots on January 6, 2021, in which a mob sought to block Joe Biden's presidential election victory.","The Proud Boys are a far-right, misogynistic, and anti-Muslim extremist group inside the United States. ",01/00/2022,2016,0,1,1,1,10/21/2018,01/06/2021,6000,2017,3000,2020,6000,2017,New York City,,United States,,0,0,1,Canada,0,,
487,Ras Kamboni Brigade,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ras-kamboni-brigade,"The Ras Kamboni Brigade was an Islamist militia operating primarily in Jubaland, located in southern Somalia near the border with Kenya. It was founded sometime in the 2000s by Hassan Abdullah Hersi al-Turki, a former leader in an Islamist group called Al Ittihad Al Islamiya (AIAI) and its successor, the Islamic Courts Union (ICU). The Ras Kamboni Brigade fought against Somalia¬¨√≠s Transitional Federal Government (TFG) and foreign troops. In 2009, the group briefly merged with three other Islamist militant groups to form a new organization, Hizbul Islam. However, over the course of late 2009 and early 2010, the Ras Kamboni Brigade broke away from Hizbul Islam. The group split into two factions; one faction, led by al-Turki, joined Al Shabaab, and the other faction formed a new group, the Ras Kamboni Movement.",The Ras Kamboni Brigade was an Islamist militia operating in southern Somalia that formed in the 2000s.,03/00/2019,2008,2010,0,1,1,08/20/2008,09/00/2008,500,2010,500,2010,1000,2010,Kismayo,Jubaland,Somalia,first attack loaction,0,0,0,,1,Eritrea,
489,Ras Kamboni Movement,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ras-kamboni-movement,"The Ras Kamboni Movement is an Islamist militia based in southern Somalia that emerged as a splinter group of the Ras Kamboni Brigade in 2010. Since its appearance as an independent group, the Ras Kamboni Movement has been led by Ahmed Mohamed Islam, better known as ¬¨√¨Madobe.¬¨√Æ The Ras Kamboni Movement¬¨√≠s main rival is Al Shabaab, another Islamist militant organization in Somalia, and the two groups have fought for control of various areas in southern Somalia, especially the major port city of Kismayo. The Ras Kamboni Movement has held de facto control of Kismayo since 2012, although it has continued to fight other militias seeking to control the city. The group has alternately cooperated with government forces or other militant groups in order to consolidate its rule. It has identified some of its principal goals as expelling Al Shabaab from southern Somalia and maintaining control of Kismayo.",The Ras Kamboni Movement is an Islamist militia based in southern Somalia that emerged as a splinter group of the Ras Kamboni Brigade in 2010.,03/00/2019,2010,0,1,1,1,09/11/2011,08/26/2013,NA,NA,NA,NA,NA,NA,Kismayo,Jubaland,Somalia,,0,0,0,,1,Kenya,
319,Real Irish Republican Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/real-irish-republican-army,"The Real Irish Republican Army (rIRA) was the most violent of the groups to split from the Provisional Irish Republican Army (PIRA) in protest over the PIRA's ceasefires and participation in the peace process. The rIRA split from PIRA in 1997 and aimed to force a British withdrawal from Northern Ireland and unify Northern and Southern Ireland. Among its targets were British soldiers, Northern Ireland police forces, and civilians. Within a year of forming, rIRA staged the bloodiest attack of the modern Northern Ireland conflict with a car bombing in the town of Omagh in August 1998 that killed 29. In the face of public outrage over the attack, the rIRA declared a ceasefire a month later. The group resumed attacks in England and Northern Ireland in 2000. While the Real IRA has not mounted a large-scale attack since 1998, it engaged in hundreds of smaller attacks throughout the twenty-first century, including bombings, shootings, kidnappings, and more. During this time, the group declined due to widespread arrests and did not carry out a fatal attack since killing two British soldiers in 2009. In 2012, the Real IRA merged with three other dissident Republican groups to form the New IRA.",The Real Irish Republican Army (IRA) is a republican dissident militant organization operating in Northern Ireland.,07/00/2019,1997,2012,0,1,1,05/09/1998,08/03/2010,100,1998,50,2012,200,1998,,Fermanagh,Northern Ireland,first attack location,1,0,1,UK,0,,
77,Red Brigades,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/red-brigades,"The left-wing Red Brigades (BR) was Italy's largest, longest-lived, and most prolific terrorist group. It was founded in Milan in 1970 by members of student and worker groups. The group sought to defend against a feared fascist coup and sought to overthrow the democratic Italian government and replace it with a dictatorship of the proletariat. It absorbed many smaller groups before finally splitting up itself in the face of widespread arrests and internal disputes beginning in 1980.","The Red Brigades was active in Italy during the 1970s and 1980s, serving as Italy's largest, longest lasting, and most broadly diffused left-wing terrorist group.",06/00/2012,1970,1984,0,1,1,09/17/1970,04/16/1981,50,1970,50,1970,1000,1979,Chiavari ,Genoa,Italy,,0,0,0,,0,,Likely designated by Italy? Info not in profile
233,Red Brigades Fighting Communist Party,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/red-brigades-fighting-communist-party,"The Red Brigades Fighting Communist Party (BR-PCC) was one of three main groups that split from the Red Brigades (BR), Italy's largest left-wing terrorist organization, beginning in 1980. Like the BR and its other successors, it sought to overthrow the capitalist state in Italy and replace it with a dictatorship of the proletariat, and its specific demands included Italy's withdrawal from NATO. The BR-PCC inherited the core of the BR and was the most active and successful of the BR's successors. It lasted the longest and carried out the highest-profile attacks. Like the BR and its other successors, the BR-PCC declined due to arrests, and dissolved when some of its imprisoned leaders declared the armed struggle finished.",The Red Brigades Fighting Communist Party was formed in 1981 as one of three main groups to split from the left-wing terrorist group Red Brigades.,06/00/2012,1981,1988,0,1,1,12/17/1981,04/16/1988,93,NA,93,NA,93,NA,Verona,,Italy,first attack location,NA,NA,NA,,NA,,Missing info for desigatnion and sponsors
234,Red Brigades Guerrilla Party,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/red-brigades-guerrilla-party,"The Red Brigades Guerrilla Party (BR-PG) was the second of three main groups to split from the Red Brigades beginning in 1980. It shared with the BR and its other successors the broad goal of overthrowing the Italian state and installing a dictatorship of the proletariat. The BR-PG was the largest but shortest-lived of the BR's three main successors, lasting only a year. It was a rival of the main successor to the Red Brigades, and argued that the BR was too orthodox and too militant. Like the BR and its other successors, the BR-PG disintegrated due to arrests and some members' cooperation with authorities.",The Red Brigades Guerrilla Party was formed in 1981 as one of three main groups to split from the left-wing terrorist group Red Brigades.,06/00/2012,1981,1982,0,1,1,04/27/1981,10/21/1982,147,1982,147,1982,147,1982,Naples,,Italy,first attack location,NA,NA,NA,,NA,,Missing info for desigatnion and sponsors
235,Red Brigades Walter Alasia,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/red-brigades-walter-alasia,"The Red Brigades Walter Alasia column (BR-WA) was the first of several groups that split from the Red Brigades, Italy's largest left-wing terrorist organization, beginning in 1980. It formed when the Red Brigades' Milan column split from the central authority. It targeted mostly factory managers in an effort to re-focus the Italian left on the workers' struggle. Like the BR and its other successors, the BR-WA disintegrated due to arrests, the death of some members, and arrested members' cooperation with authorities.",The Red Brigades Walter Alasia was formed in 1980 as one of three main groups to split from the left-wing terrorist group Red Brigades.,06/00/2012,1980,1983,0,1,1,11/12/1980,6/3/1981,123,1983,123,1983,123,1983,Milan,,Italy,first attack location,NA,NA,NA,,NA,,Missing info for desigatnion and sponsors
89,Revolutionary Armed Forces of Colombia (FARC),https://cisac.fsi.stanford.edu/mappingmilitants/profiles/revolutionary-armed-forces-colombia-farc,"The Revolutionary Armed Forces of Colombia (FARC), a Marxist-Leninst guerrilla group, was founded by Manuel Marulanda and Jacobo Arenas in 1964. The group was formed to represent the rural population¬ís interests following the civil war from 1948 to 1958.The FARC originally aimed to overthrow the government and has financed its operations through the drug trade, kidnapping, extortion and, most recently, illegal gold mining. Today the FARC is engaged in peace talks with the Colombian government to end the conflict and demobilize.","The Revolutionary Armed Forces of Colombia (FARC), a Marxist-Leninist guerrilla group, was founded by Manuel Marulanda and Jacobo Arenas in 1964.",07/00/2019,1964,2016,0,1,1,05/27/1964,06/22/2015,48,1964,48,1964,"18,000",2007,Marquetalia,,Colombia,first confrontation with the Colombian government,1,0,0,,1,Cuba and Venezuela,
773,Rise Above Movement,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/rise-above-movement,"The Rise Above Movement (RAM), founded in 2017 as the DIY Division, is a white supremacist militant organization based in southern California. With ties to the U.S. skinhead movement, RAM operates essentially as a street-fighting club. Members train in mixed martial arts in order to physically assault their opponents, commonly at political rallies, protests, and demonstrations. The group has cultivated ties with white supremacist groups in the United States and overseas, most notably with the Azov Battalion in Ukraine. RAM considers itself a part of the alt-right and promotes white supremacism, anti-Semitism, and xenophobia.",The Rise Above Movement was a white supremacist mixed martial arts and militant organization from southern California. ,09/00/2020,2016,0,1,1,1,03/25/2017,08/12/2017,50,2018,20,2020,50,2018,Huntington Beach,,United States,first attack location,0,0,0,,0,,
413,Riyadus-Salikhin Reconnaissance and Sabotage Brigade,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/riyadus-salikhin,"Riyadus-Salikhin Reconnaissance and Sabotage Brigade was founded as a martyr brigade in 1999. Their mission was to establish an independent Chechnya and eventually an independent North Caucasus. After the death of their leader, Shamil Basayev, in 2006 the organization decreased their attacks. Then in 2009, the Caucasus Emirate reinstated the group.",The Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs (RSRSBCM) was an Islamic fundamentalist and jihad organization operating in the North Caucasus.,08/00/2018,1999,2015,0,1,1,10/26/2002,06/10/2011,NA,NA,NA,NA,NA,NA,,Chechnya ,Russia,,1,1,0,,0,,
757,Russian Imperial Movement,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/russian-imperial-movement,"The Russian Imperial Movement (RIM) is an extreme-right, white supremacist militant organization based in St. Petersburg, Russia. Founded in 2002, the group promotes ethnic Russian nationalism, advocates the restoration of Russia¬ís tsarist regime, and seeks to fuel white supremacy extremism in the West. RIM maintains contacts with neo-Nazi and white supremacist groups across Europe and the United States. The group has provided paramilitary training to Russian nationals and members of like-minded organizations from other countries at its facilities in St. Petersburg. Members of RIM¬ís armed wing, the Imperial Legion, have fought alongside pro-Russian separatists in eastern Ukraine and been involved in conflicts in Libya and Syria. In addition to its ultra-nationalist beliefs, RIM is known for its anti-Semitic and anti-Ukrainian views. The U.S. State Department listed RIM as a Specially Designated Global Terrorist (SDGT) in April 2020. It is the first white supremacist group to be designated as a SDGT.","The Russian Imperial Movement (RIM) is an extreme-right, white supremacist militant organization based in St. Petersburg, Russia.",02/00/2021,2002,0,1,1,1,06/00/2014,01/00/2020,NA,NA,NA,NA,3000,2020,St Petersburg,,Russia,,1,0,1,Canada,0,,"group was ""very small"" in its early years"
31,Second Soran Unit,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/second-soran-unit-ssu,"The Second Soran Unit (SSU) was a predominantly Kurdish, Sunni Islamist militant group that was led by Asad Muhammad Hasan (more commonly known as Aso Hawleri). The SSU had been a military brigade in the Islamic Movement of Kurdistan (IMK) before splitting off to form an independent group in 1998. In 2001, the SSU merged with two other Kurdish Sunni groups to form Jund al-Islam, a group that would became a founding member of Ansar al-Islam later that year.","The Second Soran Unit (SSU) was a predominantly Kurdish, Sunni Islamist militant group active in Iraq.",08/00/2015,1998,2001,0,1,1,NA,NA,350,2001,350,2001,400,2001,Biyara ,,Iraq,headquarters,0,0,0,,0,,
147,Sipah-e-Sahaba Pakistan,NA,"The Sipah-e-Sahaba Pakistan (SSP) was founded with state support in 1985 and has since been the dominant anti-Shiite religious-political organization in Pakistan. Using politics and sectarian violence, the SSP aims to conform Pakistani society to its rigid interpretation of Deobandi Islam. The group's offshoot, Lashkar-e-Jhangvi (LeJ), serves as an ultra-violent faction of the same movement, and the two have long-standing ties to other militant groups, including al Qaeda. SSP and LeJ's growing links to the Tehrik-e-Taliban Pakistan (TTP) have led some analysts to consider some of their members to be part of an umbrella group called the Punjabi Taliban, named after the groups' traditional base and where they retain ties to the provincial government.",Sipah-e-Sahaba Pakistan (SSP) was founded with state support in 1985 and has since been the dominant anti-Shiite religious-political organization in Pakistan. The SSP aims to conform Pakistani society to its rigid interpretation of Deobandi Islam. ,02/15/2012,1985,0,1,1,1,03/24/1987,05/28/2010,5000,2004,2000,2009,100000,2009,Jhang,Punjab,Pakistan,,0,0,0,,1,"Pakistan, Saudia Arabia, UAE",the max size estimate seems oddly high compared to the other estimates (not sure if it's correct). Not listed on website
403,Special Purpose Islamic Regiment,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/special-purpose-islamic-regiment,"The Special Purpose Islamic Regiment was founded in 1996 by Chechen separatist Arbi Barayev. The mission of the group was to establish an independent Chechnya under Shariah. They worked with the other terrorist groups in the North Caucasus like the Chechen Republic of Ichkeria, the Special Purpose Islamic Regiment, and the International Islamic Peacekeeping Brigade to lead joint operations against the Russian Federation. Like the other groups in the area they received financial assistance from Al Qaeda. The group was absorbed into the Caucasus Emirate upon its formation in 2007.","The Special Purpose Islamic Regiment (SPIR) was a radical Sunni militant group founded in 1996, during the inter-war period of the Chechen Wars.",08/00/2018,1996,2003,0,1,1,12/17/1996,10/23/2002,800,2001,,,,,,Chechnya,Russia,,1,1,0,,0,,
525,Suqour al-Sham,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/suqour-al-sham,"Suqour al-Sham was a Syrian opposition group that sought to replace the Assad Regime with an Islamic State. Ahmad Abu Eissa founded the group in Syria¬ís Idlib governorate after his brothers were killed in armed civilian clashes with the Assad Regime in 2011. Through a series of mergers with smaller brigades, Suqour al-Sham quickly became one of the most powerful local opposition groups. Suqour al-Sham was active in multiple Syrian opposition coalitions, including the FSA linked Syrian Islamic Liberation Front (SILF) umbrella organization. However, the group began to distance itself from the FSA in 2013, and joined the Islamic Front umbrella group in November 2013. Although it was once one of the strongest groups in the Islamic Front, Suqour al-Sham¬ís strength declined after two of its most prominent brigades defected in order to avoid fighting the Islamic State (IS) and after IS assassinated Suqour al-Sham¬ís military commander. Suqour al-Sham signed a ceasefire with IS in February 2014, and after the dissolution of the Islamic Front in mid-2014, the group continued to coordinate intermittent attacks against the Assad Regime with Ahrar al-Sham and Al Qaeda affiliate Jabhat al-Nusra (Al-Nusra). In March 2015, Suqour al-Sham merged in to Ahrar al-Sham.",Suqour al-Sham was founded as an opposition militant organization in Syria. It is currently active as part of the Turkish-aligned National Liberation Front (NLF).,07/00/2019,2011,2015,0,1,1,05/28/2012,02/00/2018,9000,2013,9000,2013,10000,2013,Jabal al-Zawiya,Idlib,Syria,,0,0,0,,1,"Qatar, Saudia Arabia, Turkey",
503,Tamil Eelam Liberation Organization,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/tamil-eelam-liberation-organization,"The Tamil Eelam Liberation Organization (TELO) is a militant organization that fought for an independent homeland for Sri Lanka¬ís Tamils. TELO, which was officially founded in 1977, first entered into a cooperative alliance with the LTTE, as both were driven by the same fundamental goals. After the death of its co-founders in 1983, TELO¬ís new leader Sri Sabaratnam reached out to RAW and established close ties with the external unit of the Indian Intelligence Services. With Indian funding, TELO grew in both numbers and capabilities. However, in April 1986, LTTE launched a full-out assault on TELO, which it now perceived as a moderate group. By May, the LTTE had successfully killed several hundred TELO cadres, as well as Sabaratnam. With little leadership structure and an over-reliance on Indian support, the organization was never able to re-emerge as a militant group. In 1987, TELO officially disbanded as a military organization and transitioned to a political party.",The Tamil Eelam Liberation Organization (TELO) was a militant organization that fought for an independent homeland for Sri Lanka’s Tamils.,08/00/2013,1977,1987,0,1,1,1981,07/30/1986,1500,1984,1500,1984,4500,1986,Jaffna,,Sri Lanka,city where TELO has been most active,0,0,0,,1,India,
105,Tehrik-i-Taliban Pakistan,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/tehrik-i-taliban-pakistan,"The Tehrik-i-Taliban Pakistan (TTP) is the largest and deadliest militant umbrella organization in Pakistan. The TTP formed under Baitullah Mehsud in 2007. It is a subset of the Pakistani Taliban, which includes most, but not all, of the Pakistani Taliban groups. The organization is closely linked to Al Qaeda, and is also associated with the Afghan Taliban. However, unlike the Afghan Taliban, which focuses on combatting U.S.-led coalition forces in Afghanistan, the TTP focuses on combatting Pakistani security forces. The TTP is based in South Waziristan and has three central goals: to enforce Shariah law in Pakistan; to establish a unified front to combat U.S.-led coalition forces in Afghanistan; and to conduct defensive jihad against Pakistani security forces. Ultimately, the group also seeks to overthrow the Pakistani government and establish an Islamic caliphate in Pakistan. Since 2014, internal splits and Pakistani counterterrorism operations have weakened the TTP. The group remains active under the leadership of Maulana Fazlullah.",The Tehrik-i-Taliban is the largest militant organization in Pakistan that operates under the larger umbrella of the Pakistani Taliban.,01/00/2022,2007,0,1,1,1,12/23/2007,02/06/2022,16000,2009,2000,2018,25000,2012,,South Waziristan,Pakistan,,1,0,1,"Canada, UK, United Arab Emirates",1,Afghanistan and India,unclear state sponsors
795,The Base,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/the-base,"The Base is an accelerationist neo-Nazi group operating mostly in the United States and Canada. The group¬ís founder is based in Russia. Organized mostly online as a loose network of cells, the Base anticipates the overthrow of modern society and an ensuing race war. The group¬ís objective is to establish a white ethno-state in North America, inspired by the separatist projects of other U.S. white supremacist groups, such as the Northwest Front and Aryan Nations. As of November 2020, the Base had successfully carried out acts of vandalism, but its major attacks against human targets were foiled by law enforcement. The group regularly holds offline meet-ups and paramilitary training sessions for its members across the United States. Although this organization¬ís name appears to be an English translation of ¬ìAl Qaeda,¬î the Base claims no affiliation with the jihadist group. The FBI infiltrated the Base in 2019 and arrested many of its members between late 2019 and early 2020. In January 2020, it was reported that the Base¬ís founder, a U.S. citizen named Rinaldo Nazzaro, led the group from his residence in St. Petersburg, Russia. ",The Base was an accelerationist neo-Nazi group operating mostly in the United States and Canada.,02/00/2021,2018,0,1,1,1,09/21/2019,10/30/2019,50,2019,45,2020,50,2019,,"Ferry County, Washington",United States,"location of group's land, though not headquarters",0,0,1,Canada,0,,
1,The Islamic State,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-state,"The Islamic State (IS) also known as the Islamic State of Iraq and Syria (ISIS) and The Islamic State in Iraq and the Levant (ISIL) is a Salafi militant organization whose goal is the establishment and expansion of a caliphate. IS has its origins in the early 2000s, when Abu Musab al-Zarqawi began training extremist militants. Zarqawi¬¨√≠s militants became a major participant in the Iraqi insurgency during the American occupation, first under the name Jama¬¨√≠at al-Tawhid wa¬¨√≠al-Jihad and then, after swearing fealty to Al Qaeda, as Al Qaeda in Iraq. Facing backlash from the community and increased security from U.S. and Iraqi forces, the group faced decline until 2011, when it began to grow through its involvement in the Syrian Civil War. In 2013, it changed its name to the Islamic State in Iraq and Syria (ISIS). Over the course of 2013 and 2014, it quickly took over territory in Syria and Iraq. In addition to its rapid expansion, ISIS has also drawn attention for its public beheadings of Western captives and its large contingent of foreign fighters. On the ground, IS has fought Syrian government forces, Syrian rebel groups, the Iraqi military and militias, and the Kurdish peshmerga. The U.S. began airstrikes against the group in fall 2014.",The Islamic State (IS) is a Salafi-Jihadist militant organization that seeks to establish an Islamic caliphate in Iraq and Syria and spread its influence globally. ,04/00/2021,1999,0,1,1,1,10/28/2002,03/24/2021,2000,2001,200,2004,"31,500",2014,Herat,,Afghanistan,,1,1,0,,1,Iran,
557,The Islamic State - Sinai Province,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-state-sinai-province,"The Islamic State - Sinai Province (IS-SP, formally known as the Ansar Beit al-Maqdis) is a Salafi jihadist group formed following the toppling of Hosni Mubarak¬ís regime in 2011 and focuses on operation in Egypt and the Gaza Strip. Founded as Ansar Beit al-Maqdis (ABM), the group¬ís stated goal from 2011 to 2013 was to free Jerusalem from Western influence and rid Egypt of any Israeli presence. However, after the fall of Mohammed Morsi¬ís government in 2013, ABM shifted their focus to seek revenge against the Egyptian police and security forces for their violent crackdown on Muslim dissidents. IS-IP is also believed to be attempting to establish an Islamist province in the Sinai Peninsula run by the Islamic State. In November 2014, ABM pledged allegiance to the Islamic State and renamed itself the Islamic State ¬ñ Sinai Province (IS-IP). In September 2015, the USA Terrorist Designation listed the Islamic State ¬ñ Sinai Province as the group¬ís official name. Other than this relationship, little is known about IS-IP¬ís political or community goals. The group tends to have a local focus on the Sinai Peninsula and the Gaza Strip, and has claimed responsibility for many attacks within the region. Due to the Egyptian government¬ís counterinsurgency crackdown on IS-IP, the organization mainly relies on bombings and assassinations to avoid direct contact with the better-equipped Egyptian army. IS-IP was responsible for attempting to assassinate the Egyptian Interior Minister in 2013, as well as a number of attacks on Egyptian soldiers and police.","The Islamic State – Sinai Province is a Salafi militant organization operating in Egypt, most frequently in the Sinai Peninsula.",12/00/2018,2011,0,1,1,1,07/00/2012,04/15/2018,700,2014,500,2016,2000,2014,,Sinai Peninsula,Egypt,,1,0,1,Egypt,0,,
645,The Southern Front,https://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/645,"The Southern Front was established on February 13, 2014 to consolidate the command structure and military operations of 49 southern opposition brigades attempting to overthrow the Assad Regime. The Southern Front is a self-described moderate opposition group, and is active in the Quneitra, Daraa, Sweida, and Damascus governorates where it often uses guerilla tactics to combat the Syrian army. Throughout 2014, the Southern Front cooperated with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), despite tense relations between the two groups. However, the group officially severed ties with Al-Nusra on April 14, 2015 in a statement criticizing Al-Nusra¬ís ideology. In December 2015, the Southern Front attended a conference in Riyadh, Saudi Arabia where opposition groups agreed to negotiate with Assad. However violence in Syria quickly escalated as the Assad Regime and its allies increased their bombing campaign and as the Southern Front pursued its March 2016 campaign against the Islamic State in Daraa. In April 2016, the High Negotiations Committee for the Syrian Revolution and Opposition Forces, a group tasked with nominating representatives to negotiate with Assad after the Riyadh conference, suspended peace talks with the Assad over worsening conditions on the ground in Syria.",The Southern Front is a self-described moderate opposition group that denounces sectarianism and extremism within Syria. Its goal is to support and consolidate the various opposition groups attempting to overthrow the Assad Regime,09/00/2017,2014,0,1,1,1,10/05/2014,03/26/2016,30000,2014,30000,2014,38000,2014,Tel al-Haraa,Daraa,Syria,first attack location,0,0,0,,1,"US, UK, Saudia Arabia, UAE, Jordan, Turkey",old website link
367,The Taliban,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/afghan-taliban,"The Taliban (not to be confused with the Tehreek-e-Taliban in Pakistan (TTP)) is a far right Islamist militant organization created in 1994 seeking to establish a strictly Shariah-governed Afghan state. The Taliban achieved this goal in 1996 and ruled Afghanistan through 2001. Since 2001, the Taliban has actively fought to push U.S. and NATO military forces out of Afghanistan and delegitimize the current government of Afghanistan. The Taliban utilizes IEDs, rocket attacks, conventional warfare, unconventional warfare, suicide bombers, mortar strikes, small arms fire, kidnappings, and assassinations to pursue its goals.","The Afghan Taliban is an Islamist militant organization established in 1994 during the civil war that followed the Soviet Union’s withdrawal from Afghanistan. It was defeated militarily after it sheltered Al Qa’ida in 2001, but it remains a major challenge for the Afghan government.",06/00/2018,1994,0,1,1,1,08/00/1994,06/20/2018,1500,1994,1500,1994,60000,2018,Kandahar,,Afghanistan,first attack location,1,0,1,"New Zealand, Russia",1,"Pakistan, Russia, Saudi Arabia",
