"group_id","group_name","start_year","end_year","active","complete","description","on_any_map","page_url","old_description","last_updated","first_attack","last_attack","init_size_members","init_size_year","min_size_members","min_size_year","max_size_members","max_size_year","founding_city","founding_province","founding_country","founding_notes","us_designated","un_designated","other_designated","other_designated_names","state_sponsor","state_sponsor_names","Notes"
709,"Tekosin",1978,1979,0,0,"Tekosin was founded in 1978 after militants broke away from a Turkish leftist movement called Kurtulus. Tekosins founders felt Kurtulus did not adequately address the ""Kurdish question,"" and created the group to merge leftist ideology with Kurdish nationalism. The group was most active around Dersim and Gaziantep where it drew support from Kurdish youth (including PKK members). In 1979, 50 high ranking PKK officials planned to abandon their group to join Tekosin; however, two of the leaders of this internal PKK faction were assassinated on the orders of the PKK leadership. Tekosin dissolved after these assassinations.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"Sterka Sor",1975,1980,0,0,"Sterka Sor, also known as Bes Parcacilar, was a Kurdish political group that formed in 1975-1976 from a Turkish leftist organization, Halkin Kurtulusus. Sterka Sor believed Kurdistan was a colony divided into five nations: Iraq, Iran, Turkey, Syria, and the USSR. Sterka Sor's belief that a Kurdish region existed within the USSR distinguished it from most other Kurdish groups that were generally pro-Soviet and viewed the USSR as anti-imperialist. Sterka Sor was active in Gaziantep and Dersim, drawing it into conflict with the Abdullah Ocalans followers (the nascent PKK) who were also active in the region. Sterka Sor assassinated a leading member of this group in 1977 and fought with the PKK until 1980. The PKK ultimately destroyed Sterka Sor in this fighting and a number of former Sterka Sor militants joined Kawa. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"Ala Rizgari",1978,1980,0,0,"Ala Rizgari is a Kurdish militant group that was formed after militants broke away from Rizgari to establish the group in 1978. After a clash between the KDP and PUK in 1978, members of Rizgari became divided between pro-KDP and pro-PUK camps. The pro-PUK militants established Ala Rizgari and eventually established a training camp in Iraqi Kurdistan. Ala Rizgari did not last long as a militant organization and faded away after the 1980 coup in Turkey.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,"Kurdistan Freedom Hawks",2004,0,1,0,"The Kurdistan Freedom Hawks (TAK) are an urban Kurdish militant group that arose after the capture of PKK leader Abdullah Ocalan in 1999. Senior officials of the PKK declared a unilateral ceasefire with the Turkish state, but the publicity of Ocalans arrest drew a wave of recruits in Turkish cities. These new members were initially organized into an urban militant wing of the PKK. However, in 2004, this wing declared independence from the PKK, calling themselves the Kurdistan Freedom Hawks (TAK) and arguing that the PKK was too pacifist. The TAK carries out urban terrorist attacks with suicide bombings and improvised explosive devices. The TAK operates in central and western Turkish cities, while the PKK has largely been active in southeastern Turkey. The Turkish government believes that the PKK are still in charge of the TAK, but the reality is likely more nuanced. The PKK provides financial, logistical, and strategic support to the TAK, but it does not directly plan attacks or give orders. The TAKs violent actions promote the goals of the PKK without damaging its credibility. The PKK wants to retain this partial control over the TAK, but it does not wish to be directly linked to the group. After the YPG took control of northeastern Syria during the Syrian civil war, the TAK has used this region to train its soldiers and plan attacks. The Turkish invasion into Syria in October 2019 is likely to destabilize these operational bases.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,"Kurdistan Free Life Party",2004,0,1,0,"The Kurdistan Free Life Party (PJAK) is a leftist Kurdish-nationalist party based in Iran. PJAK is an affiliate of the PKK, PYD, and PCDK through the Kurdistan Communities Union (KCK). PJAKs founder, Osman Ocalan, is the brother of imprisoned PKK leader Abdullah Ocalan. The groups stated goals are to unify Kurdish/Iranian opposition groups, to transform the Islamic regime in Iran, and to develop a democratic confederal government for Kurds and Iranians. Since its establishment in 2004, PJAK has carried out an insurgency against Iran through its armed wing, the YRK (formerly known as the HRK) and its womens armed wing, the HRJ. In 2008, PJAK had 2,000-3,000 troops at bases in the Qandil mountains along the Iran-Iraq border. PJAK engages in cross-border fighting with Iranian government forces and is also known to target the Islamic Revolutionary Guard in Iran. Although Turkey and the U.S. Treasury Department (but not the U.S. State Department) designate PJAK as a terrorist organization, there are allegations of cooperation between PJAK, the U.S., and Turkey. Abdul Rahman Haji Ahmadi, the current leader of PJAK, resides in exile in Germany.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"Kurdistan Democratic Solution Party",2002,0,1,0,"The Kurdistan Democratic Solution Party is a Kurdish group in Iraq. The group was established in 2002. The PCDK is an affiliate of the PKK, PYD, and PJAK through the Kurdistan Communities Union (KCK). The PCDK has not gained substantial political power, and the party currently holds no seats in the Iraqi Kurdish parliament or the Iraqi parliament. The PCDK is sustained by its relationship with the PKK, but it has little resources or support of its own. Under pressure from Turkey, the KDP has attempted to minimize PCDK influence.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,"Turkish Hizbullah",1979,0,1,0,"Turkish Hizbullah (also known as Kurdish Hizbullah) was formed in 1979 with the goal of overthrowing the Turkish regime and creating a Sharia-based Islamic state. The desire for Islamic revolution in Turkey was inspired by the Iranian Revolution in 1979 and the Muslim Brotherhood movement in Egypt. Turkish Hizbullah does not define itself as Kurdish but allows Kurdish nationalism if it does not contradict an Islamist worldview. The group eventually became a tenuous ally of the Turkish government, fighting against the PKK during its insurgency, especially from 1992 to 1995. Turkish Hizbullah dissolved in 2000 after the Turkish government turned on the group and killed its leader, Huseyin Velioglu. The group resurfaced in 2003 as part of an Islamic charity movement and established its own legal party called Huda Par in 2012. In addition to its core group of illegal militants, the modern Turkish Hizbullah group has dozens of affiliated organizations and leads a broad social movement with hundreds of thousands of followers.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,"Orange Volunteers 1",1972,1980,0,0,"The Orange Volunteers (OV1) was a Loyalist vigilante group active in Northern Ireland in the early 1970s. The group was established in 1972 as the military wing of the Orange Order, a Protestant fraternal group. The group conducted very few attacks, all of them resulting in no casualties. The Orange Volunteers focused on providing security at Loyalist rallies and parades and supporting workers' strikes. During its participation in the 1974 Ulster Worker's Council strike, its membership supposedly grew to over 3000. Following the strike, the Orange Volunteers participated in several Ulster committees and councils. However, the group soon fell into disarray and was considered inactive by 1980.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,"Real Ulster Freedom Fighters",2007,2014,0,0,"The Real Ulster Freedom Fighters were a dissident loyalist paramilitary group in Northern Ireland. They formed in 2007 after the adoption of the St. Andrews Agreement, which resulted in a new power-sharing agreement between political parties in Northern Ireland. The Real UFF denounced the St. Andrews agreement and claimed that Loyalist leadership had sold out. The group committed its first attack in 2009 and its last known attack in 2013. Between these years, the Real UFF committed dozens of pipe bomb and shooting attacks, largely focusing on Catholic neighborhoods and schools. The group has been largely inactive since 2013; however, it is unknown if the group has completely disbanded or not. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"Ulster Resistance",1986,2007,0,0,"The Ulster Resistance was a loyalist paramilitary group in Northern Ireland. It formed in 1986 in opposition to the Anglo-Irish Agreement, a treaty between the British and Irish which tried to bring an end to the troubles. The Ulster Resistance was founded by many men with links to the Democratic Unionist Party (DUP), a party still prominent in Northern Ireland today. While the group's initial meeting attracted thousands of militants, mass membership failed to materialize. From 1987-1988, the UR robbed banks and amassed a large arsenal of guns and bombs. The group failed to mount any major attacks during its existence. In 1996, it was reported that the Ulster Resistance acted as a ""quartermaster"" for other Loyalist groups by supplying them with arms. The group's last known public statement occurred in 2007, when it claimed it still had several operating cells around Northern Ireland. Since 2007, the group has not mounted any attacks or public statements and is considered to be inactive. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,"Ulster Service Corps",1976,1977,0,0,"The Ulster Service Corps (USC) was a loyalist paramilitary group active in Northern Ireland in the late 1970's. Although shortlived, it had a sizeable membership of several hundred people. The USC was primarily made up of former members of the Ulster Special Constabulary, a quasi-military police force in Northern Ireland. The USC set up patrols, roadblocks, and engaged in covert observation of IRA groups. Despite being a non-state actor, the USC often engaged in armed patrols with members of the British and Northern Irish police forces. The USC dissolved in 1977 quickly after the United Unionist Action Council (UUAC) Strike.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,"Los Urabe√±os",2006,0,1,0,"Los Urabeños is an independent group within the Bandas Criminales (BACRIM). Los Urabeños formed as a splinter group of the United Self-Defense Forces of Colombia (AUC) in 2006, in protest of the AUC's demobilization. For more information on Los Urabeños, see the BACRIM profile.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,"Los Rastrojos",2002,0,1,0,"Los Rastrojos is an independent group within the Bandas Criminales (BACRIM). Los Rastrojos formed as the armed division of Wilbur Varela in 2002. Los Rastrojos tried to demobilize as a part of the United Self-Defense Forces of Colombia (AUC) in 2006; however, the Colombian government would not enter into negotiations with the organization. Subsequently, the group followed aliases Comba and Diego Rastrojo and began to engage in organized crime, specifically drug trafficking. For more information on Los Rastrojos, see the BACRIM profile.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,"Ejercito Revolucionario Popular Antiterrorista Colombiano (ERPAC)",2006,0,1,0,"The Popular Revolutionary Anti-Terrorist Army of Colombia (in Spanish, the Ejercito Revolucionario Popular Antiterrorista Colombiano, and also called ERPAC) is an independent group within the Bandas Criminales (BACRIM). Following leader Cuchillo, ERPAC formed as a splinter group of the United Self-Defense Forces of Colombia (AUC) in 2006 during the AUC's demobilization. For more information on ERPAC, see the BACRIM profile.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,"Los Libertadores del Vichada",2011,0,1,0,"Los Libertadores del Vichada formed as a splinter group out of the demobilization of the Popular Revolutionary Anti-Terrorist Army of Colombia (ERPAC) in 2011. Los Libertadores del Vichada is a subgroup under the Bandas Criminales (BACRIM) umbrella organization, ""Los Puntilleros."" For more information on Los Libertadores del Vichada, see the BACRIM profile.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,"Bloque Meta",2011,0,1,0,"The Bloque Meta formed as a splinter group from the demobilization of the Popular Revolutionary Anti-Terrorist Army of Colombia (ERPAC) in 2011. The Bloque Meta is a subgroup under the Bandas Criminales (BACRIM) umbrella organization, ""Los Puntilleros."" For more information on the Bloque Meta, see the BACRIM profile.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,"Sinaloa Cartel",1989,0,1,0,"The Sinaloa Cartel is one of the most powerful and well-known drug trafficking organizations in the Western hemisphere. Formed after the breakup of the Guadalajara Cartel, the organization grew significantly under El Chapo until his arrest and extradition to the US in 2017. Since El Chapos departure from the organization's leadership, the Sinaloa Cartel has faced serious infighting. Some analysts even claim that it has lost its position as the strongest drug cartel in Mexico. However, it remains one of the largest and most professionalized international drug trafficking networks in the world.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,"Cartel Jalisco Nueva Generaci√≥n (CJNG)",2010,0,1,0,"The Cartel Jalisco Nueva Generación (CJNG) was a drug trafficking splinter cartel formed from the Sinaloa Cartel in 2010. First an ally of the Sinaloa Cartel, the CJNG became its rival in 2012 after shifting alliances. As of August 2019, the CJNG is the main adversary of the Sinaloa Cartel in terms of size and influence. Some experts even claim that it has surpassed the Sinaloa Cartel and is now the most powerful drug trafficking cartel in Mexico.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,"Beltr√°n Leyva Organization (BLO)",2008,0,1,0,"The Beltrán Leyva Organization (BLO) is a Mexican drug cartel that formed as a splinter group from the Sinaloa Cartel in 2008. The BLO as an organization is made up of smaller subgroups, each which acts independently throughout Mexico.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,"Cartel del Golfo (CDG)",1980,0,1,0,"The Gulf Cartel (""Cartel del Golfo"" in Spanish, also known as the ""CDG"") formed in the 1920's; however, it only started operating as a drug trafficking organization in the 1980's. The Gulf Cartel was the main rival of the Sinaloa Cartel in the 2000's. Since its split with the Zetas in 2010, it has lost much of its former influence.  ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,"Zetas",1997,0,1,0,"The Zetas were formed in 1997 when a Mexican Airborne Special Forces group defected. They served as the armed division of the Gulf Cartel until 2010, at which point the Zetas splintered to form their own cartel. The Zetas are rivals with many of Mexico's drug trafficking cartels, and they are known to be particularly violent towards civilians.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,"Tijuana Cartel",1989,0,1,0,"The Tijuana Cartel, also known as the Arellano Félix Organization, was created in 1989 after the breakdown of the Guadalajara Cartel. The Tijuana Cartel, located on the border city of Tijuana, Mexico, controls drug trafficking between Mexico and the US through California.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,"Guadalajara Cartel",1980,1989,0,0,"The Guadalajara Cartel was the original Mexican drug cartel, and it gave rise to the Sinaloa, Tijuana, and Juarez Cartels. The Guadalajara Cartel broke into these smaller cartels in 1989, after the arrest of the its leader, Miguel Angel Felix Gallardo, who was imprisoned for the 1985 killing of undercover DEA officer Enrique Camarena.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,"Russian Imperial Movement",2002,0,1,1,"The Russian Imperial Movement (RIM) is an extreme-right, white supremacist militant organization based in St. Petersburg, Russia. Founded in 2002, the group promotes ethnic Russian nationalism, advocates the restoration of Russias tsarist regime, and seeks to fuel white supremacy extremism in the West. RIM maintains contacts with neo-Nazi and white supremacist groups across Europe and the United States. The group has provided paramilitary training to Russian nationals and members of like-minded organizations from other countries at its facilities in St. Petersburg. Members of RIMs armed wing, the Imperial Legion, have fought alongside pro-Russian separatists in eastern Ukraine and been involved in conflicts in Libya and Syria. In addition to its ultra-nationalist beliefs, RIM is known for its anti-Semitic and anti-Ukrainian views. The U.S. State Department listed RIM as a Specially Designated Global Terrorist (SDGT) in April 2020. It is the first white supremacist group to be designated as a SDGT.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/russian-imperial-movement","The Russian Imperial Movement (RIM) is an extreme-right, white supremacist militant organization based in St. Petersburg, Russia. Founded in 2002, the group promotes ethnic Russian nationalism, advocates the restoration of Russia¬ís tsarist regime, and seeks to fuel white supremacy extremism in the West. RIM maintains contacts with neo-Nazi and white supremacist groups across Europe and the United States. The group has provided paramilitary training to Russian nationals and members of like-minded organizations from other countries at its facilities in St. Petersburg. Members of RIM¬ís armed wing, the Imperial Legion, have fought alongside pro-Russian separatists in eastern Ukraine and been involved in conflicts in Libya and Syria. In addition to its ultra-nationalist beliefs, RIM is known for its anti-Semitic and anti-Ukrainian views. The U.S. State Department listed RIM as a Specially Designated Global Terrorist (SDGT) in April 2020. It is the first white supremacist group to be designated as a SDGT.","02/00/2021","06/00/2014","01/00/2020",NA,NA,NA,NA,"3000",2020,"St Petersburg","","Russia","",1,0,1,"Canada",0,"","group was ""very small"" in its early years"
759,"National Democratic Party of Germany",1964,0,1,0,"The National Democratic Party (NPD) is an illiberal, anti-Semitic, white supremacist political party active in Germany. Founded in 1964, the NPD remained marginal in German politics until it began attracting more support in the 2010s.  Though the NPD officially disavows violence, gangs have committed acts of violence in the partys name.  The German government has sought to ban the NPD three times (in 2003, 2013, and 2016) but it remains active.  The NPD campaigns for offices in state, federal, and European Parliament elections but has consistently received low vote shares as it has been forced to compete with the Alternative for Germany (AfD) party.  Between 2014 and 2019, former NPD leader Udo Voigt held a seat in the European Parliament, though he lost it in the 2019 election.  As of 2019, the NPD had 3,600 members, down from 4,000 members the year before. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Traditionalist Workers' Party",2015,2018,0,0,"The Traditionalist Workers' Party was a neo-Nazi political party founded by Matthew Heimbach, a leader of the U.S. white supremacist movement and an organizer of the August 2017 ""Unite the Right"" rally in Charlottesville, Virginia, and his wifes stepfather Matthew Parrott in 2015. TWP promoted white supremacy extremism and advocates for the creation of a homeland for white people in the United States. Though TWP did not promote violence, several of its members, including Heimbach have brawled with protestors.  TWP became defunct in 2018 after Heimbach was arrested for assault against his wife and father-in-law following an affair with his wifes stepmother.  ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,"Nordic Resistance Movement",1997,0,1,0,"The Nordic Resistance Movement (NRM) is a Swedish-based neo-Nazi militant organization that seeks to merge all Scandinavian countries into a single nationalist-socialist state. Founded in 1997, the group boasts 250-300 members as of 2017 and has active chapters in Sweden, Finland, and Norway with supporters in Iceland and Denmark.  The Trump administrations 2018 National Counterterrorism Strategy cited NRM as an example of a white supremacist armed group that poses a threat to the United States.  ",1,NA,"0","08/00/2022","10/12/1999","07/12/2022","250","2017","250",2017,"1000",2021,"Stockholm","","Sweden","first attack location",0,0,0,"",0,"",""
765,"Atomwaffen Division",2015,0,1,1,"The Atomwaffen Division (AWD) is an accelerationist neo-Nazi militant organization operating in the United States with affiliates overseas. The name Atomwaffen is German for nuclear weapons. AWD promotes the use of violence to overthrow the U.S. government, foment a race war, and establish a new society based on principles of national socialism and white supremacism. Founded in 2015, the group is known for its anti-Semitic, anti-LGBT, and apocalyptic beliefs. AWD has been linked to acts of violence in the United States, including killings, explosives and firearms offenses, and plots against critical infrastructure. Operating under a decentralized structure, AWD is divided into leaderless cells scattered across the country and has cultivated ties with white supremacist and neo-Nazi groups in Europe. Comprised primarily of young men, AWD was born from an online extreme-right message board and continues to recruit a following on the Internet. AWDs ideology draws from SIEGE, a collection of writings by American neo-Nazi James Mason, a former member of the American Nazi Party, who serves as an advisor to the group. As of early 2020, most of the groups identified leaders have been arrested by U.S. law enforcement. AWD claimed to disband in March 2020 but appears active.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/atomwaffen-division","The Atomwaffen Division (AWD) is an accelerationist neo-Nazi militant organization operating in the United States with affiliates overseas. The name ¬ìAtomwaffen¬î is German for ¬ìnuclear weapons.¬î AWD promotes the use of violence to overthrow the U.S. government, foment a race war, and establish a new society based on principles of national socialism and white supremacism. Founded in 2015, the group is known for its anti-Semitic, anti-LGBT, and apocalyptic beliefs. AWD has been linked to acts of violence in the United States, including killings, explosives and firearms offenses, and plots against critical infrastructure. Operating under a decentralized structure, AWD is divided into leaderless cells scattered across the country and has cultivated ties with white supremacist and neo-Nazi groups in Europe. Comprised primarily of young men, AWD was born from an online extreme-right message board and continues to recruit a following on the Internet. AWD¬ís ideology draws from SIEGE, a collection of writings by American neo-Nazi James Mason, a former member of the American Nazi Party, who serves as an advisor to the group. As of early 2020, most of the group¬ís identified leaders have been arrested by U.S. law enforcement. AWD claimed to disband in March 2020 but appears active.","08/00/2022","05/19/2017","01/02/2018","24","2018","24",2018,"80",2018,"Tampa","","Florida","first attack location",0,0,1,"Canada",0,"",""
767,"Atomwaffen Division Russia",2020,0,1,0,"Though AWD central in the United States claimed to disband in March 2020, a Russia-based affiliate of the organization emerged in late May of that year. On May 31, 2020, the Atomwaffen Division announced a new branch in Russia and released Russian translations of its ideological texts. The official name of this affiliate is unclear; for ease of reference, this profile has adopted the term AWD Russia. AWD Russia launched a Telegram channel and began broadcasting propaganda in Russian, including manifestos from extreme-right terrorists Dylann Roof and Anders Breivik, James Masons SIEGE, and The Turner Diaries, a foundational anti-Semitic text in the American neo-Nazi movement.  Advertised on AWD Germanys Telegram channel, AWD Russia also maintains a page on the Russian social networking platform VK and solicits applications from prospective members.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,"RapeWaffen Division",2020,2020,0,0,"A secretive organization called the RapeWaffen Division (RWD), organized via a channel on the encrypted messaging app Telegram, claims to be a splinter group of AWD. The group promotes white supremacy extremism, neo-Nazi satanism, and, unsurprisingly, rape against women.  Relative to AWD, RWD adheres more closely to the Order of Nine Angles neo-Nazi satanic philosophy and emphasizes sexual violence more explicitly. RWD boasts of transnational ties to like-minded extremists in Canada, Australia, and Russia. The leader of RWD, who goes by the online names Sinisterius and Sinistrovs, is unknown, as is the size of the group. The date of RWDs founding is unclear. The group came to public attention in June 2020 when two U.S. servicemembers, Ohio National Guard Pfc. Shandon Simpson and Pvt. Ethan P. Melzer, were investigated for ties to RWD.  After Melzers indictment, the group announced that it was disbanding; RWD, however, reportedly has a history of disappearing from public view and returning to operations not long after. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,"The Third Path",2013,0,1,0,"The Third Path (Der III. Weg in German, also translated as the ""Third Way"") is a German extreme-right, anti-Semitic political party. The party has seen little electoral success. Members of the Third Path have conducted patrols of neighborhoods, ostensibly to protect communities against criminal foreigners and have organized collections of food and winter clothing to support exclusively ethnic Germans. In 2019, the Third Path boasted 580 members, up from 530 in 2018. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,"Rise Above Movement",2017,0,1,0,"The Rise Above Movement (RAM), founded in 2017 as the DIY Division, is a white supremacist militant organization based in southern California. With ties to the U.S. skinhead movement, RAM operates essentially as a street-fighting club. Members train in mixed martial arts in order to physically assault their opponents, commonly at political rallies, protests, and demonstrations. The group has cultivated ties with white supremacist groups in the United States and overseas, most notably with the Azov Battalion in Ukraine. RAM considers itself a part of the alt-right and promotes white supremacism, anti-Semitism, and xenophobia.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/rise-above-movement","The Rise Above Movement (RAM), founded in 2017 as the DIY Division, is a white supremacist militant organization based in southern California. With ties to the U.S. skinhead movement, RAM operates essentially as a street-fighting club. Members train in mixed martial arts in order to physically assault their opponents, commonly at political rallies, protests, and demonstrations. The group has cultivated ties with white supremacist groups in the United States and overseas, most notably with the Azov Battalion in Ukraine. RAM considers itself a part of the alt-right and promotes white supremacism, anti-Semitism, and xenophobia.","09/00/2020","03/25/2017","08/12/2017","50","2018","20",2020,"50",2018,"Huntington Beach","","United States","first attack location",0,0,0,"",0,"",""
775,"Hammerskin Nation",1988,0,1,1,"The Hammerskin Nation (HSN) is the largest organization for members of the skinhead movement in the United States. A loose confederation of chapters scattered across the country, HSN began in Dallas, Texas in the 1980s.  White-power music and music festivals play a key role in mobilizing members and consolidating ideology across the various chapters.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,"Proud Boys",2016,0,1,1,"The Proud Boys (PB) are a U.S. white supremacist, misogynistic, and anti-Muslim extremist group active in the alt-right movement. The organization is known for its participation in demonstrations around the country, such as the August 2017 Unite the Right Rally, which the group co-organized.  In 2017, the Proud Boys established a paramilitary wing known as the Fraternal Order of the Alt-Knights (FOAK) with the goal of defending right-wing extremists at rallies. In August 2017, Rewire estimated that the Proud Boys number about 6,000 members online, though the number of active members is unclear. Though the Proud Boys cultivate ties with groups that have neo-Nazi affiliations, PB resists the neo-Nazi label and its connotations for themselves. The group has caught attention for its leading part in the U.S. Capitol riots on January 6, 2021, in which a mob sought to block Joe Biden's presidential election victory.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/proud-boys","The Proud Boys (PB) are a U.S. white supremacist, misogynistic, and anti-Muslim extremist group active in the alt-right movement. The organization is known for its participation in demonstrations around the country, such as the August 2017 ¬ìUnite the Right Rally,¬î which the group co-organized.  In 2017, the Proud Boys established a paramilitary wing known as the Fraternal Order of the Alt-Knights (FOAK) with the goal of defending right-wing extremists at rallies. In August 2017, Rewire estimated that the Proud Boys number about 6,000 members online, though the number of active members is unclear. Though the Proud Boys cultivate ties with groups that have neo-Nazi affiliations, PB resists the neo-Nazi label and its connotations for themselves. The group has caught attention for its leading part in the U.S. Capitol riots on January 6, 2021, in which a mob sought to block Joe Biden's presidential election victory.","01/00/2022","10/21/2018","01/06/2021","6000","2017","3000",2020,"6000",2017,"New York City","","United States","",0,0,1,"Canada",0,"",""
779,"Azov Battalion",2014,0,1,0,"The Azov Battalion is a unit of the Ukrainian National Guard that promotes white supremacy extremism and neo-Nazi beliefs. With the aid of foreign fighters recruited from around the world, Azov has fought against pro-Russian separatists in the eastern half of the country. The group operates a political wing known as the National Corps and cultivates relationships with other extreme-right groups abroad.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/azov-battalion","The Azov Battalion is a unit of the Ukrainian National Guard that promotes white supremacy extremism and neo-Nazi beliefs. With the aid of foreign fighters recruited from around the world, Azov has fought against pro-Russian separatists in the eastern half of the country. The group operates a political wing known as the National Corps and cultivates relationships with other extreme-right groups abroad.","08/00/2022","04/00/2014","08/00/2022","50","2014","50",2014,"1500",2019,"Mariupol","","Ukraine","",0,0,NA,"",1,"Ukraine",""
781,"Sonnenkrieg Division",2018,0,1,1,"The Sonnenkrieg Division (SKD) is the United Kingdom-based affiliate of the Atomwaffen Division (AWD). The German term Sonnenkrieg translates to sun war or solar war. SKD originated as a splinter group of the System Resistance Network, which is an alias of National Action (NA), a proscribed British neo-Nazi organization. Its ideology includes a fixation on satanism, pedophilia, rape, and other acts of violence. Like AWD, SKD valorizes James Masons accelerationist philosophy in SIEGE and promotes white supremacy extremism.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,"Feuerkrieg Division",2018,0,1,0,"The Feuerkrieg Division (FKD) is an accelerationist neo-Nazi militant organization that operates internationally as an affiliate of the Atomwaffen Division (AWD). The German term Feuerkrieg translates to fire war. FKD was founded in October 2018 as an AWD affiliate in Estonia, allegedly by a 13-year-old schoolboy, and quickly expanded overseas. The group reportedly operates mostly online and targets youth and teenagers for radicalization and recruitment. Like AWD, FKS adheres to the ""Siege culture"" ideology inspired by U.S. neo-Nazi James Mason's calls for a race war. Since its founding, FKD has expanded its operations across Europe and in the United States.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
